Age,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition,Department_HR,Department_Operations,Department_Sales,Department_Tech
44,8,123,1,3,2,0,0,False,False,False,False
28,20,183,19,4,1,0,0,False,True,False,False
31,29,227,19,4,2,0,0,False,False,True,False
33,29,240,19,3,1,0,0,False,False,False,False
37,31,209,18,2,2,0,0,False,False,False,False
28,22,175,17,5,1,0,0,True,False,False,False
41,2,139,12,4,2,1,0,True,False,False,False
38,0,196,16,2,2,1,0,False,False,False,True
50,2,206,32,1,3,0,0,False,False,False,True
38,6,234,27,3,1,0,0,False,False,True,False
51,2,213,4,3,2,0,0,False,False,False,False
58,2,233,27,3,3,0,0,False,False,True,False
52,3,128,24,1,2,1,0,False,False,True,False
31,30,162,19,5,3,0,0,True,False,False,False
45,1,123,20,4,3,0,0,False,False,True,False
53,13,184,12,2,2,0,0,False,False,True,False
58,30,217,5,4,1,0,0,False,True,False,False
28,1,174,28,4,2,0,1,False,False,False,True
31,30,206,41,3,2,0,1,False,False,False,True
42,21,209,8,4,2,0,0,False,False,False,False
44,9,163,28,3,2,1,1,False,False,False,True
37,29,124,37,4,2,0,0,False,False,False,False
32,32,148,0,3,2,0,1,False,True,False,False
52,18,245,29,3,2,0,0,False,False,False,True
35,24,123,49,3,1,0,0,False,True,False,False
36,0,218,31,3,3,0,0,False,False,False,True
42,31,168,22,3,3,0,0,False,False,False,True
48,24,204,38,5,2,1,0,False,True,False,False
40,16,241,9,3,1,0,0,False,False,True,False
53,13,235,43,2,1,0,1,False,False,True,False
30,12,204,20,1,1,0,0,False,False,True,False
52,1,180,25,4,1,0,0,False,False,True,False
53,31,205,14,3,2,0,0,False,False,False,True
22,31,137,16,3,1,1,0,True,False,False,False
53,5,123,34,4,1,0,0,False,True,False,False
53,24,246,24,5,2,0,1,True,False,False,False
33,2,167,14,4,3,0,0,True,False,False,False
50,17,165,32,2,1,0,0,False,False,False,False
53,2,165,10,3,2,0,0,False,False,True,False
33,4,167,23,4,3,1,1,False,False,False,True
46,23,239,5,5,3,0,0,False,False,True,False
42,33,138,27,5,2,0,0,False,False,True,False
59,23,138,28,3,2,0,0,True,False,False,False
22,27,161,47,4,1,0,0,False,False,False,False
58,33,211,20,1,1,0,0,False,False,True,False
59,15,124,11,3,2,0,1,False,True,False,False
46,6,167,21,3,2,0,0,False,True,False,False
35,17,145,26,5,2,0,0,False,False,True,False
54,5,193,20,1,1,0,1,True,False,False,False
31,27,228,14,3,2,0,1,True,False,False,False
23,33,206,17,5,1,0,0,False,False,False,True
26,28,192,9,3,2,0,0,False,False,False,False
29,3,175,21,2,2,0,0,True,False,False,False
26,13,245,43,4,2,0,0,False,False,False,True
29,4,178,19,4,1,0,0,False,True,False,False
59,24,157,18,3,1,0,0,False,True,False,False
51,7,204,27,5,1,0,1,False,True,False,False
52,14,202,36,2,2,0,0,False,False,True,False
32,18,205,49,5,1,0,0,False,False,False,False
28,10,120,43,4,2,0,0,False,False,False,True
28,19,247,0,3,1,0,0,False,False,False,False
48,17,172,33,4,2,0,0,False,False,True,False
40,13,207,34,2,2,0,0,False,False,False,True
27,24,203,25,2,2,0,1,False,False,False,True
31,15,196,29,5,1,0,0,True,False,False,False
40,17,148,11,1,2,1,1,False,False,False,False
36,0,155,13,1,2,0,0,False,False,False,False
24,0,146,38,3,1,0,0,True,False,False,False
26,0,137,3,2,1,0,1,False,True,False,False
42,20,237,11,4,2,1,0,False,False,True,False
46,24,186,23,5,3,0,0,False,False,False,False
23,26,177,39,3,1,0,0,True,False,False,False
34,9,149,30,3,2,0,1,False,False,False,True
31,11,192,0,3,3,0,0,True,False,False,False
38,27,242,36,2,2,1,0,False,True,False,False
32,31,201,0,3,2,0,0,False,False,True,False
43,32,136,14,2,2,0,0,False,True,False,False
32,7,158,12,3,1,0,0,False,False,False,True
33,25,178,28,3,2,0,1,False,False,False,True
45,1,221,44,5,1,0,0,False,False,False,True
39,34,157,3,4,1,0,1,False,False,False,True
56,33,223,14,4,1,0,0,True,False,False,False
28,5,128,43,3,2,0,0,False,False,False,True
49,30,120,39,4,3,0,0,False,False,False,True
52,22,221,47,5,2,0,0,True,False,False,False
38,11,206,11,5,1,0,0,False,False,False,True
26,27,242,24,1,2,0,0,False,True,False,False
38,14,166,26,3,2,0,0,False,True,False,False
39,18,195,5,3,2,0,0,False,False,False,False
42,11,129,22,3,2,0,1,False,True,False,False
57,1,162,14,5,3,0,0,False,False,True,False
52,10,194,38,3,1,0,0,False,False,True,False
23,24,224,4,2,1,0,0,False,False,True,False
48,20,145,22,3,2,0,0,True,False,False,False
30,8,126,14,3,2,0,0,False,True,False,False
55,11,198,24,5,3,0,1,False,False,True,False
49,9,134,29,3,3,0,0,False,False,False,False
35,4,208,43,3,3,0,0,True,False,False,False
53,32,216,42,3,1,1,0,False,False,False,False
27,4,122,3,1,2,0,1,False,True,False,False
32,15,192,12,4,2,0,1,False,False,False,True
50,28,150,49,4,3,0,0,False,False,False,False
41,17,238,39,3,1,1,0,False,False,False,True
51,28,194,38,5,1,0,1,True,False,False,False
44,5,136,22,3,3,0,0,False,False,False,False
40,17,122,15,4,2,0,0,False,False,False,False
57,31,242,34,5,3,1,0,True,False,False,False
24,30,174,15,4,1,0,1,True,False,False,False
48,10,230,47,3,3,0,1,False,False,True,False
40,25,219,6,1,2,0,1,False,True,False,False
44,27,159,44,4,2,0,0,False,False,False,False
52,26,241,12,5,2,0,0,False,False,False,False
56,18,159,49,3,2,0,0,True,False,False,False
54,26,149,28,3,2,0,0,True,False,False,False
56,19,144,38,3,1,0,0,False,True,False,False
22,2,126,19,4,2,0,0,True,False,False,False
35,15,211,49,1,2,0,0,False,False,False,True
54,28,224,28,4,1,0,0,False,False,False,True
56,14,242,17,4,1,0,1,False,False,False,True
26,29,200,21,3,2,0,0,False,False,False,True
59,0,215,35,2,1,0,0,False,True,False,False
32,28,120,40,4,1,0,0,False,False,False,False
23,29,210,47,2,3,0,0,False,False,False,True
38,31,126,35,3,1,0,0,True,False,False,False
41,9,239,7,1,2,0,1,False,False,False,True
35,26,213,2,3,2,0,0,False,True,False,False
53,7,248,28,3,2,0,0,True,False,False,False
55,34,217,8,4,2,0,0,False,False,False,True
46,24,162,7,4,3,0,0,False,False,False,False
28,19,172,29,5,2,0,0,True,False,False,False
56,16,221,11,3,2,0,0,True,False,False,False
50,22,120,45,1,2,0,0,False,False,False,False
43,24,133,27,3,2,1,0,True,False,False,False
34,30,241,41,1,1,0,1,False,False,False,True
34,5,140,48,2,3,0,0,True,False,False,False
22,34,153,42,3,1,0,0,False,False,False,True
57,3,224,9,3,2,1,0,False,False,False,False
25,19,133,12,1,2,0,0,False,False,True,False
58,0,241,1,3,3,0,0,False,False,False,False
34,25,201,0,3,1,0,0,False,False,False,True
59,33,179,21,3,2,0,0,False,True,False,False
45,9,234,32,4,1,1,0,False,False,False,False
40,22,152,15,2,3,0,1,False,True,False,False
22,23,168,41,3,2,0,0,False,True,False,False
59,12,123,28,2,1,0,1,False,False,False,True
26,28,242,9,2,2,0,0,False,False,False,True
37,26,135,38,4,2,0,0,False,False,True,False
45,30,145,6,3,1,0,0,True,False,False,False
48,9,189,0,4,2,0,0,False,False,False,False
22,30,156,25,3,1,0,0,False,False,False,True
55,9,126,44,3,3,0,1,False,False,False,False
57,23,149,4,5,2,0,0,False,True,False,False
25,32,193,34,4,2,0,0,True,False,False,False
21,13,240,12,1,3,0,1,False,False,True,False
32,34,125,26,4,2,0,0,False,False,False,False
56,33,143,11,3,2,0,1,True,False,False,False
43,16,240,29,3,1,0,0,False,False,True,False
51,20,204,49,4,3,0,0,False,False,False,False
31,31,208,31,5,3,0,0,True,False,False,False
30,2,155,30,1,1,0,0,False,False,False,True
23,14,207,4,4,2,0,1,False,False,False,False
34,7,164,36,2,3,0,0,True,False,False,False
36,31,129,1,3,2,0,0,False,False,True,False
30,25,173,37,4,2,0,0,True,False,False,False
49,29,189,6,3,2,0,0,False,False,False,True
30,8,204,0,1,2,0,0,False,False,False,False
32,31,151,2,3,3,0,0,False,False,False,False
50,10,162,19,4,3,0,0,False,False,False,False
21,21,237,1,3,3,0,0,False,False,False,True
25,33,240,41,2,3,0,1,False,False,True,False
40,17,134,42,3,1,0,0,False,False,False,False
28,18,185,20,5,1,0,0,False,False,True,False
32,17,234,44,4,3,0,0,True,False,False,False
21,17,200,31,4,1,0,0,False,False,True,False
40,11,139,47,4,2,0,0,False,False,True,False
48,3,125,19,1,3,0,0,False,False,False,False
57,26,198,42,3,2,0,1,False,True,False,False
57,4,244,49,3,2,1,0,False,True,False,False
32,5,239,30,2,1,0,0,False,False,False,True
57,12,145,42,2,1,0,0,False,False,False,True
48,22,141,32,4,2,0,1,False,True,False,False
35,24,183,23,2,1,0,0,True,False,False,False
26,3,177,17,3,3,0,0,False,False,False,False
40,31,156,19,3,1,0,0,False,False,False,False
34,14,197,31,1,2,0,0,True,False,False,False
22,25,240,4,3,1,0,1,True,False,False,False
29,10,147,1,4,2,0,0,False,True,False,False
57,8,168,25,1,2,0,1,False,False,False,True
40,10,186,24,2,1,0,0,True,False,False,False
46,1,222,49,4,2,0,1,False,False,False,True
49,26,245,21,3,3,0,0,False,False,True,False
21,25,212,38,4,1,0,1,False,False,False,False
55,7,206,21,2,1,0,0,False,True,False,False
26,20,206,10,4,2,0,1,False,False,False,False
57,20,174,10,3,3,0,0,False,True,False,False
25,7,132,44,3,1,0,0,False,False,True,False
53,0,247,3,1,1,0,1,False,False,False,False
34,12,183,32,2,1,0,0,False,False,True,False
32,8,170,17,4,1,0,0,False,True,False,False
40,27,195,30,2,1,0,0,True,False,False,False
44,5,141,43,1,2,0,0,False,False,False,False
54,22,179,27,3,2,0,0,False,False,True,False
45,16,249,41,3,2,0,0,False,False,False,False
49,8,175,21,3,1,0,0,False,False,False,False
59,11,216,39,3,2,0,0,False,False,False,False
51,21,122,2,3,1,0,0,False,False,False,True
43,11,174,6,3,1,1,0,False,False,True,False
58,5,203,19,5,2,0,0,False,False,True,False
40,8,147,42,3,1,0,0,False,False,False,False
43,2,243,6,3,3,0,0,True,False,False,False
36,33,127,6,3,1,0,0,False,False,False,False
28,7,122,28,4,2,0,0,False,False,False,True
41,9,213,25,1,2,0,0,False,True,False,False
21,8,208,40,3,2,0,0,False,False,False,True
28,13,213,2,3,2,1,0,True,False,False,False
49,26,208,42,3,1,0,0,False,False,False,False
52,31,178,16,3,1,0,1,False,False,True,False
58,3,147,39,4,2,0,0,False,False,False,False
25,1,181,19,1,2,0,0,True,False,False,False
42,32,170,33,3,2,0,0,False,False,True,False
54,20,126,32,4,2,0,0,False,False,False,True
21,0,142,15,3,1,0,0,False,True,False,False
46,10,165,22,1,3,0,0,False,True,False,False
30,0,197,3,3,1,0,0,False,False,False,False
50,10,225,40,5,1,0,0,False,False,False,True
38,6,147,39,1,3,0,0,True,False,False,False
37,1,143,32,1,1,0,0,False,True,False,False
46,14,126,7,3,3,0,1,False,False,False,True
28,7,231,4,3,1,0,0,False,False,False,False
32,25,198,32,3,1,0,0,False,False,True,False
47,34,122,24,4,1,0,0,False,False,False,False
28,20,121,6,2,2,0,0,False,False,False,False
45,7,126,46,4,2,0,0,False,False,False,True
24,31,240,6,3,1,1,0,False,True,False,False
53,7,140,32,5,1,0,1,False,False,False,True
21,9,143,40,5,1,0,1,False,False,True,False
39,22,152,32,3,1,0,1,False,False,False,True
51,3,162,28,3,3,0,0,True,False,False,False
36,29,201,43,4,2,0,0,False,False,False,False
34,22,237,38,3,2,0,1,False,True,False,False
25,4,124,40,2,1,0,1,False,False,True,False
46,20,242,31,5,1,1,0,False,False,False,False
48,5,190,36,3,2,0,0,False,False,False,True
22,16,208,43,1,3,0,0,True,False,False,False
26,24,235,28,4,3,0,0,False,False,False,True
29,23,154,21,3,2,0,0,False,False,False,False
53,21,227,1,2,1,0,1,False,False,True,False
45,12,198,49,1,1,0,0,False,True,False,False
33,16,130,8,3,2,0,0,False,False,False,False
29,13,194,28,5,1,0,0,False,False,True,False
33,33,163,32,5,3,0,0,False,False,False,False
51,25,244,9,3,2,0,0,True,False,False,False
31,18,204,27,4,3,0,1,False,False,False,True
24,25,127,45,3,2,1,0,False,True,False,False
54,2,198,45,4,2,0,0,False,False,True,False
58,1,237,38,3,1,0,0,False,True,False,False
24,27,241,11,3,2,1,0,False,True,False,False
58,1,193,21,3,1,0,0,False,True,False,False
39,21,147,5,1,2,0,0,False,False,True,False
26,6,239,44,2,2,0,0,False,False,True,False
54,3,227,39,3,2,0,0,False,True,False,False
38,19,246,22,5,2,0,0,False,False,False,True
33,5,182,33,5,2,0,0,False,False,False,False
43,8,220,41,4,1,0,0,False,True,False,False
39,30,212,37,2,3,0,1,True,False,False,False
31,25,182,15,3,1,0,0,False,True,False,False
21,25,129,9,3,3,0,0,False,False,True,False
44,27,199,46,3,2,0,1,False,False,False,False
27,4,156,20,1,3,0,0,True,False,False,False
45,9,130,9,3,2,0,0,False,False,False,False
41,17,234,10,1,2,0,0,False,False,False,False
35,14,209,20,4,2,0,0,True,False,False,False
21,32,138,24,4,2,0,0,False,True,False,False
32,4,171,33,3,1,0,0,False,True,False,False
27,21,237,30,3,2,0,1,False,True,False,False
35,21,137,26,2,1,0,0,False,False,False,True
41,21,213,24,3,2,0,0,False,True,False,False
39,14,151,41,3,1,0,0,True,False,False,False
49,16,177,31,4,1,0,0,False,False,False,True
45,27,140,43,2,3,0,0,False,True,False,False
53,21,148,10,3,3,1,0,False,False,False,True
52,20,166,46,2,2,1,0,True,False,False,False
55,16,177,25,3,3,0,0,False,True,False,False
58,4,138,35,2,1,0,0,False,False,True,False
46,17,142,36,3,1,0,1,True,False,False,False
31,16,241,32,3,1,0,1,False,False,False,False
55,3,236,32,4,2,0,0,False,False,False,False
28,6,182,41,2,2,0,0,True,False,False,False
34,24,171,35,1,2,0,0,False,False,False,False
30,8,129,12,4,1,1,0,True,False,False,False
22,18,205,13,2,1,0,0,False,False,True,False
29,8,130,36,2,2,0,1,True,False,False,False
23,22,214,42,3,1,0,0,False,True,False,False
41,30,191,39,4,2,0,0,False,True,False,False
46,31,247,0,3,1,0,0,False,False,False,True
28,30,167,4,2,3,1,0,False,False,False,False
22,16,211,29,3,2,0,1,False,False,False,False
26,21,135,17,4,3,1,0,True,False,False,False
48,34,214,44,3,2,0,0,False,False,False,False
49,29,167,36,2,1,0,1,False,True,False,False
46,25,196,38,4,1,0,0,False,False,True,False
45,5,212,11,3,2,1,0,True,False,False,False
32,33,223,33,1,3,0,0,False,False,False,False
25,31,200,44,4,1,1,0,False,True,False,False
54,24,156,13,3,1,0,1,False,False,False,True
57,12,221,37,4,2,0,0,False,False,False,False
35,1,148,15,2,2,0,0,False,False,True,False
56,4,177,41,3,3,0,1,False,False,True,False
35,10,213,10,3,2,1,1,False,False,False,False
43,10,205,32,3,1,0,0,False,False,False,False
26,23,229,14,3,3,0,1,False,True,False,False
41,13,160,47,4,2,0,1,False,False,False,False
43,29,163,41,3,2,0,0,False,False,False,True
36,34,209,9,4,2,0,1,False,True,False,False
35,20,228,2,2,1,0,0,True,False,False,False
45,4,178,10,4,1,0,1,False,False,False,True
56,1,229,10,3,1,0,0,False,True,False,False
31,33,225,15,1,3,0,0,False,True,False,False
35,10,126,37,2,2,0,1,False,False,True,False
24,10,201,29,1,1,0,0,False,True,False,False
41,8,135,40,3,2,0,0,False,False,False,True
33,5,168,0,3,2,0,0,False,False,False,False
42,33,240,37,5,1,0,0,False,False,False,True
39,31,151,49,4,2,0,1,True,False,False,False
54,11,208,44,4,2,0,0,False,True,False,False
34,31,138,33,3,1,0,0,False,True,False,False
24,16,122,18,4,3,1,0,False,True,False,False
47,3,241,33,3,2,0,0,False,True,False,False
49,32,179,35,3,1,0,0,False,False,True,False
48,8,148,3,3,3,0,1,False,False,True,False
55,33,194,9,2,1,0,0,False,False,False,False
28,29,189,16,1,3,0,0,False,True,False,False
36,19,202,15,3,2,0,0,True,False,False,False
56,22,220,20,1,2,1,1,False,False,False,False
50,34,209,27,4,2,0,0,False,True,False,False
38,22,136,7,5,1,0,1,False,False,True,False
22,22,154,28,2,2,0,1,True,False,False,False
33,22,232,5,3,2,0,0,False,False,False,False
24,27,241,29,4,2,0,0,True,False,False,False
46,18,167,1,3,1,0,0,False,True,False,False
45,29,136,46,5,3,1,0,False,False,False,True
50,20,220,30,4,2,0,0,True,False,False,False
31,23,134,24,2,1,0,0,True,False,False,False
27,20,247,22,1,2,0,0,False,False,True,False
51,25,231,42,5,2,0,0,False,True,False,False
30,25,133,20,5,3,0,0,True,False,False,False
59,32,216,15,3,2,0,0,False,True,False,False
33,3,238,3,1,1,0,0,False,False,True,False
51,8,130,42,3,1,0,0,False,True,False,False
27,7,167,45,3,3,0,0,False,False,True,False
56,1,186,7,5,2,0,0,False,False,True,False
40,28,144,5,4,1,0,0,False,False,False,False
24,22,205,26,3,2,0,0,False,True,False,False
27,5,229,35,3,1,0,1,False,False,False,True
21,20,209,35,4,1,0,0,False,False,False,False
33,21,128,23,3,2,0,0,False,False,True,False
42,8,159,5,1,1,0,0,False,False,False,True
41,33,126,42,3,2,0,0,True,False,False,False
42,25,237,32,3,2,0,0,True,False,False,False
48,0,177,1,4,2,0,0,False,False,False,False
29,4,174,40,4,2,0,0,False,False,False,True
46,21,133,15,3,2,0,0,False,True,False,False
29,3,237,37,3,1,1,1,False,False,False,True
35,1,196,8,3,2,0,0,False,False,False,False
30,15,243,4,3,1,0,0,False,True,False,False
44,15,145,9,4,2,0,0,False,True,False,False
28,21,247,29,3,2,0,1,True,False,False,False
44,0,237,6,5,2,0,0,False,False,False,True
36,14,143,28,4,2,0,0,False,True,False,False
46,23,204,1,2,2,0,1,False,False,False,False
47,3,182,19,2,1,0,0,True,False,False,False
57,17,145,3,3,2,0,0,False,True,False,False
24,16,129,27,3,3,0,0,False,False,False,True
44,6,225,7,3,1,0,0,True,False,False,False
39,9,236,34,2,1,0,0,False,False,False,True
56,0,177,1,5,1,0,0,False,False,False,True
59,1,133,40,2,2,0,1,False,False,False,True
30,21,192,27,4,2,0,0,True,False,False,False
45,31,158,10,1,3,0,0,False,True,False,False
38,28,241,35,3,2,0,0,False,False,True,False
39,34,191,8,3,1,0,0,False,True,False,False
56,16,231,37,3,3,0,0,True,False,False,False
30,11,170,0,3,1,0,0,False,False,True,False
53,23,208,26,3,1,0,1,False,False,True,False
25,29,157,2,3,1,0,0,False,False,True,False
55,29,224,38,3,1,0,0,False,False,False,False
54,19,198,8,4,2,0,0,True,False,False,False
53,6,208,39,4,2,0,0,False,False,False,False
41,6,190,27,4,2,0,0,False,False,True,False
37,29,209,20,1,2,0,0,False,False,False,False
42,11,191,27,5,1,0,0,False,False,False,False
57,30,135,44,5,2,0,0,True,False,False,False
35,17,230,23,4,2,0,0,False,False,False,True
55,1,186,17,3,3,0,0,False,False,False,False
48,32,184,8,3,1,0,0,False,False,False,False
27,10,132,25,4,2,0,0,False,False,True,False
52,33,237,23,4,3,0,0,False,False,True,False
31,15,180,5,4,1,0,1,False,False,True,False
30,34,151,11,3,1,0,0,False,True,False,False
29,32,214,35,2,2,1,1,False,False,False,False
34,20,160,8,3,2,0,1,False,False,True,False
33,19,144,9,4,2,0,0,True,False,False,False
45,7,164,2,1,3,0,0,False,True,False,False
22,25,249,48,3,2,0,0,False,False,False,True
55,32,122,28,4,2,0,0,False,False,False,False
27,25,223,6,3,1,0,0,False,False,False,False
41,29,152,25,1,2,0,0,True,False,False,False
38,30,151,7,4,2,0,0,False,False,False,True
23,32,230,42,2,1,0,0,False,False,False,True
59,10,136,12,3,2,0,0,False,True,False,False
31,4,239,34,4,2,0,0,False,False,False,False
59,1,201,18,4,2,0,0,False,False,True,False
44,12,122,45,4,2,0,0,True,False,False,False
39,17,189,21,3,2,0,1,True,False,False,False
24,25,237,15,3,1,0,0,True,False,False,False
46,24,150,14,4,2,0,0,True,False,False,False
58,13,135,1,3,3,1,0,False,False,True,False
52,4,136,37,3,2,0,0,False,False,True,False
59,1,215,20,3,2,0,1,False,True,False,False
56,3,248,29,3,1,0,1,False,False,False,False
57,11,231,6,3,1,0,0,False,False,True,False
53,10,221,30,3,1,0,1,False,True,False,False
56,3,191,40,3,1,0,0,False,False,False,True
23,8,185,40,5,2,0,0,False,False,False,False
29,9,230,48,3,2,0,0,False,False,True,False
28,26,156,34,3,1,1,0,False,False,False,True
53,5,210,3,3,3,0,0,False,True,False,False
26,14,203,33,3,2,0,0,False,False,True,False
59,30,230,0,5,2,0,0,False,False,True,False
24,21,181,9,4,1,0,0,False,False,False,True
33,5,140,29,4,1,1,0,False,False,True,False
22,32,225,31,4,2,1,0,True,False,False,False
25,28,156,2,5,1,1,0,False,False,True,False
47,20,154,9,2,1,0,0,False,False,False,False
52,29,233,8,3,1,0,0,False,False,False,True
41,20,213,16,3,1,0,0,False,False,False,False
28,21,123,46,3,2,0,0,False,True,False,False
58,19,226,2,4,2,0,0,False,False,False,False
28,21,198,26,3,2,0,0,True,False,False,False
23,10,142,34,3,1,0,1,True,False,False,False
23,30,224,3,3,3,0,0,False,False,False,False
42,12,134,3,3,1,0,0,False,True,False,False
26,17,247,48,3,2,0,1,False,False,True,False
22,21,201,31,4,3,0,1,True,False,False,False
43,16,240,37,3,1,0,0,False,False,False,False
22,24,207,10,5,1,0,1,False,False,False,False
58,31,198,43,4,3,0,1,False,False,False,False
37,14,138,38,3,1,0,1,False,False,True,False
55,12,188,44,2,1,0,0,False,False,False,True
54,25,129,5,4,2,1,0,False,True,False,False
43,10,163,34,4,1,0,0,False,False,False,True
50,12,121,45,3,3,0,0,False,True,False,False
28,32,213,31,2,1,0,0,False,True,False,False
42,0,235,45,3,2,0,0,False,False,False,False
56,26,188,22,3,2,0,0,True,False,False,False
25,31,227,41,5,2,0,0,False,False,False,False
33,14,189,36,3,2,0,0,False,False,True,False
49,30,193,25,3,3,0,0,False,True,False,False
51,5,199,33,2,3,0,1,True,False,False,False
36,24,217,37,4,2,0,0,False,True,False,False
50,17,219,10,4,2,0,0,False,True,False,False
36,21,177,49,3,1,0,0,False,False,False,False
32,30,151,20,3,2,0,1,True,False,False,False
37,8,240,42,3,1,0,0,True,False,False,False
36,2,122,23,3,2,0,0,False,True,False,False
32,32,248,14,5,1,0,0,True,False,False,False
28,26,167,2,3,2,0,1,True,False,False,False
40,0,196,1,1,2,0,0,False,False,False,False
23,8,130,6,3,3,0,0,False,False,False,True
36,4,141,4,2,2,0,1,False,False,True,False
50,14,131,44,3,3,0,0,False,False,False,True
43,8,172,39,3,2,0,0,True,False,False,False
48,27,174,28,1,3,0,0,False,True,False,False
25,12,172,40,4,2,1,0,False,False,True,False
40,23,140,31,3,2,0,0,False,False,True,False
21,9,138,29,3,1,0,0,False,True,False,False
50,21,207,7,3,2,0,0,False,False,True,False
41,21,213,31,3,1,0,0,False,True,False,False
40,19,185,41,2,1,0,1,False,False,True,False
26,9,178,1,1,2,0,1,False,False,False,True
42,9,178,9,1,1,0,0,False,False,True,False
38,25,122,42,3,2,1,0,False,False,False,False
28,24,235,42,2,1,0,1,False,True,False,False
59,27,177,36,1,1,0,0,False,False,True,False
52,12,181,45,4,1,0,0,False,True,False,False
53,14,245,2,3,2,0,1,False,False,False,False
36,5,156,22,3,1,0,0,False,False,True,False
32,11,232,33,2,2,0,0,False,False,True,False
58,18,214,17,1,1,0,1,False,False,False,False
54,31,197,32,4,3,0,0,False,False,False,False
34,10,224,32,2,3,0,0,False,False,False,False
56,32,124,16,1,2,0,0,False,True,False,False
53,1,214,5,3,1,0,0,False,False,False,False
43,14,248,12,1,1,0,1,False,True,False,False
22,4,182,20,3,3,1,0,False,False,False,True
41,14,139,30,3,2,1,0,False,False,True,False
22,9,162,20,3,2,0,0,False,False,True,False
47,16,204,32,1,3,0,0,True,False,False,False
29,33,213,27,5,3,0,1,False,False,False,True
21,23,161,5,3,3,0,0,False,False,False,False
31,9,227,7,3,2,0,0,False,False,False,False
23,29,213,12,4,3,0,0,False,False,False,True
43,2,193,33,4,3,0,0,False,False,False,False
46,2,228,39,3,2,0,0,True,False,False,False
24,4,234,21,4,3,0,0,False,True,False,False
38,27,244,0,3,2,0,0,False,False,True,False
26,13,125,12,3,2,0,0,False,False,False,True
55,10,242,0,4,2,0,0,False,False,True,False
42,7,161,9,4,2,0,1,False,True,False,False
35,7,177,4,2,2,0,0,False,False,False,True
42,11,129,19,3,3,0,0,False,True,False,False
57,14,208,12,4,1,0,0,False,False,False,False
32,18,197,36,1,3,0,0,False,False,False,False
58,27,230,9,5,2,1,0,False,False,False,False
38,6,158,2,3,1,0,0,False,True,False,False
55,6,130,33,3,3,0,0,False,True,False,False
50,29,229,33,2,1,0,0,False,True,False,False
44,17,135,29,3,3,0,0,False,False,True,False
50,23,152,36,2,1,0,1,False,True,False,False
34,5,178,3,3,3,0,0,False,False,False,False
26,3,170,33,3,1,0,0,True,False,False,False
23,2,134,31,4,1,0,0,False,True,False,False
36,5,162,20,3,3,0,0,True,False,False,False
27,25,146,40,2,1,1,0,False,False,False,False
34,10,175,23,1,3,0,0,False,True,False,False
29,28,240,8,3,3,0,1,False,False,True,False
35,19,232,40,3,1,0,0,False,False,True,False
41,9,179,23,5,2,0,0,True,False,False,False
55,25,234,24,4,1,0,0,False,False,True,False
22,26,228,35,4,2,0,0,False,False,True,False
47,13,231,7,1,2,0,0,False,False,True,False
22,11,219,49,4,2,0,0,False,False,False,False
55,22,127,40,2,3,0,0,False,False,True,False
38,20,200,28,3,1,0,0,False,False,False,True
34,7,249,24,3,2,0,0,False,True,False,False
40,8,240,34,3,2,0,1,False,False,True,False
38,23,123,37,2,1,0,0,False,False,True,False
30,30,145,27,3,2,1,0,False,False,True,False
45,24,197,18,1,2,0,0,False,False,False,True
22,16,191,31,1,3,1,0,False,False,True,False
45,28,247,36,4,2,0,0,False,False,True,False
53,2,124,48,5,2,0,0,False,True,False,False
56,20,210,27,4,2,0,0,False,False,False,True
51,7,188,34,3,3,0,1,False,False,False,True
34,13,122,7,1,3,0,1,False,False,True,False
21,15,213,40,1,1,0,1,False,False,False,True
36,17,120,22,2,2,0,0,True,False,False,False
23,30,132,39,5,2,0,1,False,False,False,True
55,10,231,45,3,2,0,0,False,False,False,True
26,19,127,22,4,2,0,0,False,False,False,True
45,3,232,31,4,2,0,0,False,False,False,False
33,19,198,9,3,1,0,0,False,False,False,False
54,30,241,16,5,1,0,1,False,False,False,False
28,19,193,34,2,1,0,0,False,False,False,True
41,10,246,34,3,1,0,0,True,False,False,False
54,0,232,2,4,1,0,1,False,False,False,True
24,17,171,35,3,2,0,0,False,False,True,False
45,32,240,28,2,3,0,0,True,False,False,False
35,17,152,48,2,2,0,1,False,False,False,False
24,30,192,45,4,2,0,0,False,True,False,False
32,34,215,26,1,3,0,0,True,False,False,False
52,14,156,30,5,1,0,0,False,False,False,False
52,5,188,33,1,1,0,1,True,False,False,False
48,7,179,11,3,2,1,0,True,False,False,False
33,21,193,36,3,2,0,0,False,False,False,True
51,0,150,24,3,2,0,1,False,False,True,False
34,12,133,1,3,3,0,0,False,True,False,False
40,23,179,29,4,2,0,1,False,False,False,False
38,20,187,43,4,2,0,0,True,False,False,False
49,3,247,8,4,1,0,0,False,True,False,False
26,6,145,22,2,2,0,1,True,False,False,False
52,11,154,8,1,3,0,0,False,False,True,False
49,12,225,19,1,2,0,0,False,True,False,False
22,15,143,0,2,1,0,0,False,False,False,False
43,5,202,38,4,2,1,0,True,False,False,False
39,13,155,22,3,2,0,1,False,False,True,False
51,30,220,17,4,2,0,0,False,True,False,False
25,34,153,41,2,2,0,0,True,False,False,False
39,9,240,31,3,2,0,0,True,False,False,False
