Employee_ID,Age,Department,Years_of_Experience,Monthly_Working_Hours,Training_Hours_per_Year,Performance_Rating,Job_Satisfaction_Level,Promotion_in_Last_2_Years,Attrition
E3266,50,Finance,11,179,15,4,Medium,No,No
E3267,40,Tech,27,130,40,3,Medium,No,No
E3268,41,Operations,34,239,48,5,Low,No,Yes
E3269,52,HR,7,248,19,1,Medium,No,No
E3270,41,Tech,26,161,43,1,Low,No,Yes
E3271,55,Operations,21,242,23,4,Medium,No,Yes
E3272,52,Tech,23,211,33,4,High,No,No
E3273,50,Sales,1,181,47,4,Medium,No,No
E3274,59,Sales,30,131,22,3,High,No,No
E3275,32,Sales,21,147,37,3,Medium,No,No
E3276,38,HR,0,226,1,1,Low,No,No
E3277,41,Sales,13,214,40,3,Medium,No,Yes
E3278,33,HR,24,133,4,3,Low,No,No
E3279,41,Sales,2,237,17,3,Medium,No,No
E3280,28,Tech,4,245,49,3,Medium,No,Yes
E3281,27,Operations,0,222,28,4,High,No,No
E3282,43,Operations,18,192,9,4,Medium,No,No
E3283,52,Sales,32,181,41,3,High,Yes,No
E3284,31,Operations,29,131,41,3,Medium,No,No
E3285,42,Sales,11,157,49,2,Low,Yes,No
E3286,42,Sales,9,158,15,2,Medium,No,No
E3287,45,Finance,33,205,22,4,High,No,No
E3288,42,Finance,15,123,29,4,Medium,No,No
E3289,48,Finance,28,167,5,4,Medium,No,Yes
E3290,49,HR,14,179,43,2,Medium,Yes,No
E3291,33,Finance,10,127,35,5,Medium,No,No
E3292,38,Sales,33,243,19,2,Low,Yes,No
E3293,22,Tech,29,235,15,4,Low,No,Yes
E3294,49,Finance,34,177,27,3,Low,No,No
E3295,41,Finance,8,154,25,2,Medium,No,No
E3296,35,Tech,17,192,21,3,High,No,No
E3297,47,Sales,18,234,10,2,High,No,No
E3298,51,HR,3,132,0,3,Low,No,Yes
E3299,35,Finance,5,158,4,5,Medium,No,No
E3300,43,Tech,32,203,48,3,Medium,No,No
E3301,44,Sales,31,140,42,3,Medium,No,No
E3302,33,Operations,15,166,45,4,Medium,No,Yes
E3303,42,HR,10,121,40,3,Low,No,No
E3304,57,Tech,21,163,41,3,High,No,No
E3305,53,Tech,22,149,35,5,High,No,Yes
E3306,23,Tech,25,247,1,2,Low,Yes,Yes
E3307,39,Finance,30,174,5,3,Medium,No,No
E3308,43,Operations,28,159,26,4,Low,No,No
E3309,49,HR,4,216,25,1,Low,No,No
E3310,50,Sales,24,211,34,4,High,No,Yes
E3311,59,Sales,33,143,12,3,Medium,Yes,Yes
E3312,45,Operations,11,147,11,2,Medium,No,No
E3313,57,Tech,21,236,17,3,Medium,No,No
E3314,28,Tech,8,224,37,5,High,No,No
E3315,36,Tech,19,212,41,4,High,No,No
E3316,28,Tech,28,217,5,2,Low,No,No
E3317,21,Tech,28,208,27,2,High,No,No
E3318,25,Operations,26,197,27,3,High,No,No
E3319,23,Finance,16,193,24,3,Medium,Yes,No
E3320,21,HR,4,133,4,4,Medium,No,Yes
E3321,24,Tech,12,164,14,5,Low,No,Yes
E3322,55,Finance,14,157,46,4,Low,No,No
E3323,52,Sales,14,181,43,3,Medium,No,No
E3324,54,Operations,17,215,8,2,High,No,No
E3325,45,Finance,1,186,44,1,High,No,No
E3326,30,Tech,22,180,47,3,Medium,No,Yes
E3327,41,Tech,12,132,1,3,Medium,No,Yes
E3328,59,Tech,3,238,48,4,Medium,No,No
E3329,47,Finance,24,206,8,3,Medium,No,Yes
E3330,47,Tech,10,202,25,1,Low,Yes,No
E3331,22,Finance,11,199,22,3,Medium,No,No
E3332,33,Tech,12,166,27,5,Low,No,Yes
E3333,29,Sales,8,230,5,4,Low,Yes,No
E3334,56,Sales,5,233,3,1,Low,No,No
E3335,42,HR,9,173,29,4,Medium,No,No
E3336,46,Tech,22,190,46,3,Low,No,No
E3337,32,Tech,14,191,17,3,Medium,No,No
E3338,37,Finance,22,144,29,3,High,No,Yes
E3339,34,Finance,33,142,26,3,Medium,No,No
E3340,34,Tech,15,130,43,3,Medium,No,No
E3341,54,HR,31,146,30,4,Low,No,No
E3342,40,Tech,4,236,43,3,Medium,Yes,No
E3343,31,Finance,16,186,48,2,Medium,No,Yes
E3344,36,Tech,21,166,38,3,Medium,No,No
E3345,51,Finance,17,127,29,4,Medium,Yes,No
E3346,26,Tech,27,196,36,4,Medium,No,No
E3347,39,Operations,12,186,11,3,High,No,No
E3348,57,Finance,0,154,16,2,Medium,No,No
E3349,24,HR,18,196,33,1,Low,No,No
E3350,24,Operations,33,143,27,3,Medium,No,No
E3351,40,Tech,3,174,3,1,Medium,Yes,No
E3352,30,Finance,2,213,33,3,Low,No,No
E3353,44,Operations,9,177,45,4,High,No,No
E3354,55,HR,27,183,13,3,Medium,No,No
E3355,46,Finance,33,195,12,4,Medium,No,Yes
E3356,57,Operations,18,234,48,4,Medium,No,No
E3357,58,Operations,2,168,48,2,Medium,No,No
E3358,41,Operations,22,148,49,3,High,No,No
E3359,59,Sales,16,237,2,2,Low,No,Yes
E3360,41,Tech,6,201,20,4,Medium,No,No
E3361,30,Finance,25,126,15,2,Low,No,No
E3362,58,Finance,17,196,37,3,High,No,Yes
E3363,24,Finance,5,241,25,3,Medium,No,Yes
E3364,40,Operations,30,188,5,1,High,No,Yes
E3365,37,Tech,28,209,17,2,High,No,No
E3366,27,HR,8,121,40,3,Medium,No,No
E3367,24,Finance,34,156,49,3,Low,No,No
E3368,49,Tech,16,208,5,4,Medium,No,Yes
E3369,34,Tech,11,246,40,2,Low,No,No
E3370,23,Sales,23,222,49,3,High,No,Yes
E3371,44,Finance,9,149,24,3,Low,No,Yes
E3372,57,Operations,29,160,47,3,Medium,No,No
E3373,36,Tech,28,123,23,3,Low,No,No
E3374,24,Tech,9,202,29,3,Low,No,Yes
E3375,44,HR,27,230,22,4,Low,Yes,No
E3376,54,Sales,17,143,44,3,Medium,No,Yes
E3377,50,Tech,16,169,42,1,Low,Yes,No
E3378,38,Tech,10,156,7,3,Medium,No,No
E3379,39,Operations,0,144,48,3,Medium,No,No
E3380,51,Operations,16,212,8,3,High,No,No
E3381,39,HR,8,244,5,1,High,No,No
E3382,39,HR,27,150,32,2,Medium,No,No
E3383,42,HR,32,211,32,3,Medium,No,No
E3384,44,Operations,2,157,44,2,Medium,No,No
E3385,32,Operations,7,246,6,3,Medium,No,No
E3386,50,Sales,5,177,41,4,Medium,No,No
E3387,58,Finance,5,233,17,4,Medium,No,Yes
E3388,51,Finance,28,169,5,3,Medium,No,No
E3389,56,Sales,11,211,44,4,Low,No,No
E3390,39,Finance,8,197,36,3,Medium,No,No
E3391,56,Operations,18,248,20,5,Medium,No,No
E3392,50,Finance,16,162,25,3,High,No,No
E3393,53,Operations,31,237,14,3,Low,No,No
E3394,38,Sales,34,178,43,2,Medium,No,No
E3395,48,HR,13,180,29,3,High,No,No
E3396,31,Sales,15,160,10,1,Low,No,Yes
E3397,53,Finance,20,137,7,3,High,No,No
E3398,37,Operations,11,198,4,3,High,No,No
E3399,26,Finance,23,149,7,5,Medium,No,No
E3400,24,Finance,33,221,4,5,Medium,No,No
E3401,40,HR,7,130,9,4,High,No,No
E3402,47,Finance,20,243,14,3,Medium,No,Yes
E3403,35,HR,7,185,37,4,Low,Yes,No
E3404,26,Operations,27,218,49,4,High,No,No
E3405,34,Operations,15,143,2,5,Low,No,No
E3406,31,HR,9,196,40,3,Low,No,No
E3407,59,Sales,14,247,9,2,High,No,No
E3408,29,Operations,3,213,6,1,Low,No,No
E3409,46,Sales,25,206,23,5,Medium,No,No
E3410,36,Operations,14,243,25,1,Medium,No,No
E3411,25,Operations,31,165,33,3,Medium,No,No
E3412,30,Tech,3,212,7,3,Low,No,Yes
E3413,23,Finance,8,134,38,1,Medium,No,No
E3414,33,Finance,34,177,4,5,Medium,No,No
E3415,50,Sales,27,191,35,3,Low,No,No
E3416,26,Finance,8,217,42,1,Medium,No,No
E3417,37,Sales,1,192,25,5,Medium,No,No
E3418,39,Operations,2,200,9,3,High,No,Yes
E3419,55,Tech,4,184,32,4,Medium,No,No
E3420,46,Tech,9,124,35,3,Medium,No,No
E3421,25,Operations,27,147,30,4,Medium,No,No
E3422,49,HR,14,157,37,2,High,No,No
E3423,57,HR,13,200,49,3,Medium,No,No
E3424,40,Finance,22,206,24,3,Medium,No,No
E3425,41,Sales,12,156,44,5,Medium,No,No
E3426,30,Tech,15,144,12,1,Medium,No,No
E3427,25,Finance,29,202,0,3,Low,No,No
E3428,56,Operations,7,146,35,4,Medium,No,No
E3429,26,Tech,16,196,35,3,Medium,No,No
E3430,46,Sales,29,209,49,3,Medium,No,No
E3431,24,Sales,16,146,23,4,Low,No,No
E3432,59,HR,34,241,26,1,Medium,No,No
E3433,59,Finance,0,178,17,1,Medium,No,No
E3434,55,Operations,23,191,49,5,Low,No,No
E3435,21,Tech,24,210,46,3,Low,No,Yes
E3436,44,Sales,1,187,49,3,Medium,No,No
E3437,56,Tech,24,225,14,4,Medium,No,No
E3438,26,Operations,13,123,16,2,Medium,No,No
E3439,51,Tech,32,182,28,4,Medium,Yes,No
E3440,40,Finance,16,206,4,3,Medium,No,No
E3441,44,HR,30,230,10,4,Medium,No,No
E3442,45,Tech,9,141,15,3,Medium,No,No
E3443,56,HR,5,210,33,2,Low,No,No
E3444,41,Operations,24,235,16,4,Medium,No,No
E3445,50,HR,29,160,32,3,Low,No,Yes
E3446,44,Tech,33,200,49,3,Medium,No,No
E3447,50,Tech,17,242,48,4,Medium,No,No
E3448,42,Sales,23,176,30,3,Medium,No,Yes
E3449,48,Tech,26,246,17,3,Low,Yes,No
E3450,27,HR,26,214,24,2,Low,No,Yes
E3451,55,Sales,20,174,4,4,Low,No,No
E3452,48,Tech,18,125,29,2,Medium,No,No
E3453,34,Tech,22,128,44,5,Medium,No,Yes
E3454,30,Operations,14,151,22,2,Low,No,Yes
E3455,36,Sales,1,247,37,4,Medium,No,Yes
E3456,36,Operations,34,135,44,3,Medium,No,No
E3457,51,Operations,19,160,17,2,Medium,Yes,No
E3458,45,Operations,27,244,31,3,Medium,No,No
E3459,33,Finance,14,136,29,2,Medium,No,No
E3460,26,Operations,15,229,28,2,High,Yes,No
E3461,29,HR,32,145,35,2,Low,No,No
E3462,56,Tech,11,248,8,4,Low,Yes,No
E3463,40,Finance,19,120,22,2,Medium,No,Yes
E3464,38,Operations,28,154,2,5,Medium,No,No
E3465,41,Tech,2,128,21,1,High,Yes,No
E3466,24,Sales,4,206,39,4,Low,No,No
E3467,53,Sales,1,157,44,4,Low,No,Yes
E3468,47,Tech,22,123,30,5,Medium,No,Yes
E3469,27,HR,25,171,21,2,Low,No,No
E3470,26,Tech,25,124,10,4,Medium,No,No
E3471,35,Tech,6,225,41,2,High,Yes,Yes
E3472,38,Finance,9,167,42,3,Low,Yes,No
E3473,52,Sales,4,206,2,4,Medium,No,No
E3474,31,Sales,11,157,13,3,Medium,No,Yes
E3475,40,Operations,31,171,45,3,Medium,No,No
E3476,44,Tech,30,206,18,2,Low,No,No
E3477,35,Tech,21,165,30,1,Low,No,No
E3478,27,HR,16,212,35,2,Low,No,No
E3479,41,Sales,19,169,31,4,High,No,Yes
E3480,46,HR,19,185,25,1,Medium,No,No
E3481,34,Finance,7,157,0,4,Medium,No,No
E3482,57,Operations,33,224,1,4,Low,Yes,No
E3483,41,HR,22,135,5,3,Low,No,No
E3484,38,Sales,27,198,44,4,Medium,No,Yes
E3485,25,Finance,12,132,13,4,Medium,No,No
E3486,23,Tech,28,233,27,3,Medium,No,No
E3487,43,Finance,7,221,32,3,Medium,No,No
E3488,46,HR,10,206,24,5,Medium,No,No
E3489,57,Sales,17,207,39,5,Low,No,No
E3490,44,HR,24,148,17,4,Medium,Yes,No
E3491,39,Tech,21,226,45,2,Low,No,No
E3492,45,Tech,34,184,33,3,Medium,No,No
E3493,41,Sales,28,219,11,3,Medium,Yes,No
E3494,32,Operations,20,234,26,4,Low,No,No
E3495,53,Finance,6,206,23,4,Medium,No,No
E3496,24,Finance,11,193,32,3,High,No,No
E3497,27,Tech,23,132,14,4,Low,No,No
E3498,42,HR,31,213,42,1,Medium,No,No
E3499,53,HR,26,197,31,4,Medium,Yes,No
E3500,37,Operations,31,243,49,2,Low,No,No
E3501,44,HR,31,244,16,4,Medium,No,No
E3502,54,Finance,31,157,34,2,Medium,No,No
E3503,48,HR,25,132,46,2,Medium,No,No
E3504,59,Operations,10,173,44,1,High,No,No
E3505,42,Finance,17,225,34,5,Low,No,No
E3506,37,HR,4,163,12,3,Medium,No,No
E3507,54,Finance,15,143,8,3,Medium,No,No
E3508,26,Tech,10,243,9,4,Low,No,Yes
E3509,26,Tech,34,148,0,3,High,No,No
E3510,54,Tech,10,211,33,3,Medium,No,No
E3511,21,HR,22,124,45,3,Medium,No,No
E3512,30,Operations,33,244,36,1,Medium,No,No
E3513,41,Finance,16,190,24,3,Medium,No,No
E3514,25,Sales,9,218,21,2,Low,No,Yes
E3515,22,Tech,17,131,9,4,Low,Yes,No
E3516,42,Tech,7,171,25,2,Low,No,No
E3517,22,Sales,25,165,18,3,Medium,No,No
E3518,30,Sales,2,223,39,3,Low,No,No
E3519,54,HR,23,163,44,2,Medium,Yes,Yes
E3520,36,Finance,2,128,40,5,Low,No,No
E3521,59,Tech,1,219,49,5,Low,No,Yes
E3522,42,Operations,34,222,3,1,Medium,No,No
E3523,32,HR,16,229,39,4,Medium,No,No
E3524,44,HR,8,235,4,3,Medium,No,No
E3525,58,Operations,21,141,28,4,Low,No,No
E3526,30,Operations,30,207,37,2,Low,No,Yes
E3527,55,Operations,33,152,4,2,High,No,No
E3528,52,Sales,23,134,0,4,Low,No,Yes
E3529,27,Tech,8,146,27,4,Medium,No,No
E3530,41,Sales,1,231,18,3,Medium,Yes,No
E3531,40,Tech,20,201,35,4,Low,No,No
E3532,46,Sales,33,167,0,4,Medium,No,No
E3533,24,Finance,26,127,28,2,High,No,No
E3534,42,Tech,6,237,35,3,High,No,No
E3535,35,HR,21,203,31,2,Medium,Yes,Yes
E3536,41,Tech,3,121,13,4,Medium,No,Yes
E3537,35,Tech,13,237,31,5,Medium,No,Yes
E3538,42,Tech,33,140,45,3,Medium,No,No
E3539,48,Finance,22,242,8,4,Medium,No,No
E3540,34,Sales,24,215,18,4,High,No,No
E3541,47,HR,0,132,10,2,Low,No,Yes
E3542,48,Sales,14,120,47,3,Medium,No,No
E3543,46,Sales,31,236,3,3,Medium,No,No
E3544,22,Operations,13,183,40,3,Medium,Yes,Yes
E3545,45,Finance,20,180,24,4,Low,No,No
E3546,23,Operations,6,227,16,3,Low,No,No
E3547,28,Finance,20,131,46,3,Medium,No,No
E3548,53,Sales,11,209,7,4,Medium,No,Yes
E3549,55,Sales,14,202,44,1,Medium,No,Yes
E3550,26,Finance,14,247,0,3,Medium,No,No
E3551,59,Sales,16,152,1,2,Medium,No,No
E3552,43,Sales,33,247,9,3,Medium,No,No
E3553,45,HR,34,219,26,4,Low,No,No
E3554,39,Operations,13,225,26,2,Low,No,No
E3555,25,Operations,4,191,12,4,High,No,No
E3556,31,Operations,29,193,10,3,Medium,No,No
E3557,32,Tech,3,215,13,2,Low,No,Yes
E3558,30,HR,14,211,31,3,Low,No,No
E3559,28,Operations,34,193,15,4,Medium,Yes,No
E3560,44,Operations,9,191,28,1,Medium,No,No
E3561,48,HR,1,178,37,3,High,No,No
E3562,56,Sales,23,175,33,4,Medium,No,No
E3563,57,Operations,27,132,25,3,Low,No,No
E3564,41,Sales,21,154,4,1,Medium,No,No
E3565,28,Operations,31,238,18,3,Low,No,No
E3566,29,Finance,30,234,38,4,Medium,No,No
E3567,35,Tech,18,175,27,5,Low,Yes,No
E3568,38,Operations,20,172,27,1,Medium,No,No
E3569,40,Finance,2,220,16,3,High,No,No
E3570,26,HR,5,239,36,2,Medium,No,No
E3571,32,Finance,31,179,43,4,Low,No,No
E3572,22,HR,1,224,18,1,Medium,Yes,No
E3573,27,Operations,23,225,26,1,Medium,No,No
E3574,36,HR,26,199,49,4,High,Yes,No
E3575,23,Finance,8,130,11,1,High,No,No
E3576,23,Tech,12,170,2,3,Low,Yes,No
E3577,47,Sales,13,240,3,5,High,No,No
E3578,58,Sales,10,142,46,5,Low,No,Yes
E3579,53,Tech,13,166,46,2,Low,No,No
E3580,48,Sales,15,194,10,3,Low,No,No
E3581,21,Operations,9,212,33,3,Low,No,Yes
E3582,28,Operations,19,246,17,3,High,No,No
E3583,57,Finance,15,175,34,5,Medium,No,No
E3584,52,Finance,33,192,17,4,Medium,No,No
E3585,57,HR,15,137,45,4,High,No,No
E3586,24,Finance,13,163,5,3,Medium,No,No
E3587,50,Operations,27,175,33,3,Low,No,Yes
E3588,26,Finance,17,219,32,3,Medium,No,No
E3589,39,Sales,25,120,7,3,High,No,No
E3590,52,HR,6,164,41,1,High,No,No
E3591,29,HR,33,182,19,2,Medium,No,No
E3592,32,Operations,6,177,49,2,High,No,No
E3593,31,Finance,32,182,19,2,High,No,No
E3594,36,Sales,34,157,42,2,Low,No,No
E3595,21,Finance,20,148,17,3,Medium,No,No
E3596,41,Tech,27,159,26,3,Low,Yes,Yes
E3597,50,Finance,31,207,47,3,Medium,No,No
E3598,33,Operations,15,175,4,3,High,No,No
E3599,54,Finance,9,163,6,5,Medium,No,No
E3600,24,HR,22,219,21,3,Medium,No,No
E3601,48,Sales,14,168,33,4,High,No,Yes
E3602,58,Operations,5,234,42,5,Low,No,No
E3603,51,Tech,32,194,12,2,Low,No,Yes
E3604,47,Sales,11,168,31,3,Low,No,No
E3605,25,Sales,30,226,23,3,Medium,No,Yes
E3606,45,HR,9,230,15,3,High,No,Yes
E3607,23,HR,33,234,13,1,Medium,Yes,No
E3608,53,HR,9,140,38,4,High,No,No
E3609,24,Operations,10,166,6,2,Medium,No,No
E3610,45,Finance,13,122,43,5,Medium,No,No
E3611,40,Sales,2,246,11,4,Medium,No,No
E3612,54,Finance,32,186,19,3,High,No,No
E3613,46,Finance,6,181,32,2,Low,Yes,No
E3614,25,HR,3,150,5,3,Low,Yes,Yes
E3615,55,Finance,9,165,39,3,Low,No,No
E3616,48,Sales,14,164,26,3,High,No,No
E3617,49,Sales,15,133,12,4,High,No,No
E3618,29,Tech,3,240,4,3,Medium,No,No
E3619,58,Operations,3,238,23,3,High,No,No
E3620,26,Finance,26,196,9,4,Medium,No,No
E3621,39,Operations,21,207,45,1,Medium,No,No
E3622,31,Operations,21,236,31,3,High,No,No
E3623,22,Operations,16,243,8,3,Medium,No,No
E3624,29,Operations,33,173,48,3,Medium,No,No
E3625,41,Sales,31,167,34,4,Low,No,No
E3626,44,Finance,5,220,43,5,Low,No,No
E3627,54,Tech,32,134,11,3,Medium,No,No
E3628,42,Operations,7,232,10,3,Low,No,No
E3629,23,Tech,4,135,35,3,Medium,No,No
E3630,32,Sales,4,162,7,4,Medium,No,No
E3631,48,Sales,9,147,9,4,Medium,No,Yes
E3632,50,HR,6,185,13,2,Medium,No,Yes
E3633,46,Operations,11,217,29,1,High,No,No
E3634,41,HR,29,179,0,5,Low,No,No
E3635,48,Tech,24,247,11,3,Medium,No,No
E3636,46,Finance,27,248,4,3,High,No,No
E3637,53,HR,12,175,13,4,Low,No,Yes
E3638,41,Sales,21,203,35,3,Low,Yes,No
E3639,55,Operations,17,151,16,3,Medium,No,No
E3640,54,Tech,26,200,21,2,Medium,Yes,Yes
E3641,38,Sales,7,137,30,5,Low,No,No
E3642,31,Finance,5,154,25,1,Medium,No,Yes
E3643,43,Operations,10,223,12,3,Medium,No,No
E3644,42,Finance,28,219,2,3,Medium,No,No
E3645,37,Finance,4,142,42,4,Medium,No,No
E3646,25,Operations,6,124,10,2,Medium,Yes,No
E3647,31,Operations,21,147,4,3,Medium,No,No
E3648,50,Finance,3,169,37,3,Medium,No,No
E3649,35,Tech,31,221,3,3,Medium,No,No
E3650,47,Operations,18,148,31,4,Medium,No,No
E3651,55,Sales,32,156,9,1,High,No,Yes
E3652,53,HR,0,249,9,4,Medium,No,No
E3653,40,Tech,7,235,43,4,Medium,No,No
E3654,36,Operations,31,177,17,5,Low,No,No
E3655,54,Operations,29,225,46,3,High,Yes,No
E3656,22,Tech,27,175,22,3,Medium,No,No
E3657,55,HR,31,241,17,3,Medium,No,No
E3658,48,Finance,24,222,34,5,Medium,No,Yes
E3659,59,Sales,33,242,2,4,Low,No,No
E3660,26,Operations,32,141,0,3,Medium,No,No
E3661,29,HR,12,179,16,5,Low,No,No
E3662,40,Sales,24,203,41,4,Medium,No,No
E3663,21,Tech,9,247,5,5,Medium,No,No
E3664,28,Operations,30,199,10,4,Low,No,No
E3665,43,Finance,10,200,13,4,Low,No,No
E3666,23,Tech,24,125,48,4,Medium,No,No
E3667,24,Operations,33,205,27,1,Medium,No,Yes
E3668,45,HR,19,201,38,5,Low,No,No
E3669,58,Sales,6,161,35,3,Medium,Yes,No
E3670,35,Sales,32,193,10,3,Medium,No,No
E3671,41,Operations,34,160,40,4,Medium,No,Yes
E3672,55,Tech,28,182,39,4,Low,No,No
E3673,34,Finance,11,141,3,4,Low,No,No
E3674,56,HR,4,198,47,3,High,No,No
E3675,32,Operations,11,190,5,3,High,No,No
E3676,37,HR,28,233,37,1,Medium,No,No
E3677,59,Sales,34,153,18,3,Medium,No,No
E3678,29,Finance,19,215,30,4,Medium,No,No
E3679,55,HR,0,249,1,3,Low,No,No
E3680,33,Operations,15,228,42,3,High,No,No
E3681,35,Finance,29,194,24,2,Low,No,Yes
E3682,38,Tech,8,138,49,4,Medium,No,No
E3683,53,Operations,9,244,40,1,Medium,No,Yes
E3684,26,HR,12,139,47,4,Medium,No,Yes
E3685,47,Finance,19,235,10,3,Medium,No,No
E3686,43,Operations,28,213,45,1,Medium,No,No
E3687,47,Finance,3,201,39,4,Low,Yes,Yes
E3688,54,Finance,27,215,44,3,Low,No,No
E3689,58,Finance,12,223,41,3,High,No,No
E3690,34,HR,2,123,43,4,Medium,No,No
E3691,56,Operations,18,211,20,4,High,No,No
E3692,28,Sales,27,180,2,4,Medium,No,No
E3693,55,Sales,18,157,1,4,Medium,No,No
E3694,39,HR,16,237,10,3,Medium,No,No
E3695,50,HR,17,175,23,3,Low,No,Yes
E3696,34,Finance,17,240,49,2,Medium,No,No
E3697,40,Operations,22,200,23,5,High,No,No
E3698,45,Operations,8,225,20,5,High,No,No
E3699,44,Tech,28,239,24,3,Medium,No,No
E3700,34,Tech,28,188,3,2,Medium,Yes,No
E3701,46,Sales,1,202,39,2,High,No,No
E3702,58,Tech,16,161,42,4,Medium,No,Yes
E3703,43,Tech,30,218,46,2,High,No,No
E3704,42,Sales,27,249,22,4,Medium,No,No
E3705,39,Sales,29,147,23,5,High,No,No
E3706,23,Tech,34,236,20,5,Low,No,No
E3707,39,Operations,19,189,1,1,Medium,No,No
E3708,29,Tech,15,226,22,5,Low,No,No
E3709,48,Finance,33,242,14,4,Medium,Yes,No
E3710,40,Finance,13,188,25,1,Medium,No,No
E3711,27,Finance,25,158,25,3,Low,No,No
E3712,34,HR,19,123,27,4,Medium,No,Yes
E3713,29,Finance,23,201,25,5,Low,No,No
E3714,39,Operations,17,216,44,2,Low,No,No
E3715,34,HR,8,189,1,2,Low,Yes,No
E3716,58,HR,18,165,34,3,Medium,Yes,Yes
E3717,56,Finance,19,218,31,5,Low,No,No
E3718,37,Tech,29,199,29,5,Low,No,Yes
E3719,50,Sales,25,167,45,2,Low,No,No
E3720,29,Tech,30,126,19,3,Low,No,No
E3721,53,Tech,34,159,12,5,Low,No,No
E3722,45,HR,2,178,26,4,Medium,No,No
E3723,34,HR,28,155,22,5,Medium,No,No
E3724,31,HR,5,227,15,4,High,No,No
E3725,55,Operations,0,150,30,2,Low,No,No
E3726,34,Operations,23,163,11,4,High,No,No
E3727,50,Sales,33,162,32,1,Medium,No,No
E3728,24,HR,6,212,37,4,Medium,No,No
E3729,24,Finance,10,205,44,3,Medium,No,No
E3730,48,HR,10,128,31,5,Low,No,No
E3731,28,Operations,19,130,1,5,Medium,No,No
E3732,22,HR,15,199,49,1,Medium,No,No
E3733,42,Operations,4,228,48,2,High,No,Yes
E3734,36,HR,23,237,22,3,High,No,No
E3735,49,Finance,29,137,31,4,Medium,No,No
E3736,50,Sales,29,216,14,4,Medium,No,No
E3737,32,Finance,32,149,39,5,Medium,Yes,Yes
E3738,55,Operations,19,234,40,3,High,No,Yes
E3739,31,Tech,21,120,39,3,Medium,Yes,No
E3740,41,Finance,20,216,7,1,Low,No,No
E3741,41,HR,26,232,42,2,Medium,Yes,No
E3742,25,Sales,34,198,49,4,Medium,No,No
E3743,40,HR,5,148,48,5,Medium,No,No
E3744,57,HR,31,185,21,3,High,No,No
E3745,23,Finance,15,224,37,4,Medium,No,No
E3746,53,Sales,27,138,33,3,High,No,No
E3747,29,Tech,15,185,0,3,High,No,No
E3748,29,HR,26,231,9,3,Low,No,Yes
E3749,24,Sales,2,179,39,3,Low,Yes,No
E3750,55,Tech,20,236,15,5,Medium,No,No
E3751,37,HR,29,187,23,3,High,No,No
E3752,54,Sales,21,212,45,3,Low,No,No
E3753,44,Finance,18,169,23,4,Medium,No,No
E3754,52,HR,30,208,47,5,Medium,Yes,No
E3755,21,HR,19,218,13,3,Medium,No,No
E3756,28,Sales,18,232,25,3,Low,No,No
E3757,43,HR,1,226,38,2,Low,No,No
E3758,32,Tech,26,143,17,1,Low,Yes,No
E3759,32,HR,7,144,19,1,Medium,No,No
E3760,35,Operations,26,130,40,5,Low,No,No
E3761,39,Tech,14,213,35,1,High,No,No
E3762,46,Sales,11,179,23,3,Medium,Yes,No
E3763,49,Tech,13,144,25,4,Medium,No,Yes
E3764,42,Operations,6,242,28,4,High,No,Yes
E3765,41,Operations,16,130,47,2,Medium,No,Yes
E3766,58,HR,25,129,21,3,Low,No,No
E3767,40,HR,19,200,10,3,High,No,No
E3768,49,Finance,9,173,40,3,Low,No,No
E3769,24,Tech,18,228,48,3,Low,No,No
E3770,27,Finance,17,182,10,3,Medium,No,Yes
E3771,48,Operations,29,139,2,1,Low,No,No
E3772,48,HR,29,124,20,3,Medium,Yes,No
E3773,24,HR,24,160,10,2,Medium,No,Yes
E3774,42,HR,23,237,7,5,Medium,No,No
E3775,32,Sales,9,182,30,3,Low,No,No
E3776,23,Operations,1,151,9,4,Medium,No,No
E3777,42,HR,31,146,5,2,Low,No,No
E3778,22,Operations,34,187,16,4,Low,No,Yes
E3779,44,HR,6,224,37,3,Medium,No,No
E3780,54,Tech,6,126,6,2,Medium,No,No
E3781,47,Operations,26,222,31,4,Medium,Yes,No
E3782,21,Finance,9,231,12,4,Low,No,No
E3783,28,Sales,32,222,5,5,High,Yes,No
E3784,43,Finance,6,136,2,4,Low,No,No
E3785,58,Operations,5,209,26,2,Medium,No,No
E3786,26,HR,5,234,44,3,Low,No,No
E3787,42,Operations,12,205,41,3,Medium,No,No
E3788,45,Sales,12,222,25,2,Medium,No,No
E3789,38,Operations,1,201,3,4,Medium,No,No
E3790,37,HR,18,245,36,3,Low,No,Yes
E3791,32,Finance,18,157,20,5,Medium,No,Yes
E3792,26,Tech,1,211,27,3,Medium,Yes,No
E3793,46,Finance,25,182,17,3,Medium,No,No
E3794,47,HR,5,149,31,1,Low,No,No
E3795,28,HR,19,183,38,2,Medium,No,No
E3796,39,Sales,22,128,32,4,Low,No,No
E3797,21,Operations,14,176,25,5,Low,No,No
E3798,49,Operations,5,226,16,3,Low,No,No
E3799,55,Finance,27,214,28,4,Low,No,No
E3800,34,Tech,34,194,19,3,Medium,Yes,No
E3801,55,Tech,10,124,29,5,Medium,No,No
E3802,40,Sales,7,214,49,2,Medium,No,No
E3803,33,HR,23,123,4,3,Medium,No,No
E3804,58,Sales,20,127,5,3,Medium,No,No
